Title,Description,Labels
3 more arrested for Gujarat University attack,India News: Three more suspects have been held over late Saturday’s attack on three foreign students of Gujarat University by a mob that allegedly objected to the.,1
"Google, Apollo join hands to leverage AI for early detection of high mortality diseases in India",India News: HYDERABAD: Tech giant Google has joined hands with Apollo Radiology International (ARI) to leverage the power of artificial intelligence (AI) for earl.,1
MP minister: BJP refused entry to Cong father-son,"India News: BHOPAL: BJP state minister Kailash Vijayvargiya made a stunning claim in Chhindwara on Tuesday that Congress stalwart Kamal Nath and his son, local MP.",1
Chandrababu Naidu says women empowerment possible only with TDP in Andhra,India News: AMRAWATI: TDP supremo N Chandrababu Naidu on Monday said women's empowerment is possible only with his party in Andhra Pradesh and alleged the ruling .,1
Both ruling and opposition candidates submit nominations for West Tripura LS,India News: AGARTALA: Loksabha candidates of both ruling BJP-IPFT-TMP and opposition Congress-CPI-M for West Tripura Loksabha constituency along with the BJP nomi.,1
Pre-trial injunction against news publication may have severe ramifications for freedom of speech: SC,India News: NEW DELHI: Courts should not grant ex-parte injunctions against publication of a news article barring in exceptional cases as it may have severe ramif.,1
"Maharashtra MLA quits Congress for Sena, in line for ticket","India News: NAGPUR: After almost a month of dilly-dallying, Maharashtra's senior leader and Congress Umred MLA Raju Parwe resigned from state legislature and join.",1
"Peace possible only by resolving all issues, including 'core' Jammu and Kashmir: Pakistan","Pakistan's foreign policy prioritizes peaceful coexistence with India. Saad Ahmad Warraich stresses resolving all issues, including the J&K dispute. PM Modi's approach towards Pakistan remains cautious.",2
Supreme Court: No green nod exemption for infrastructure projects' digging,"India News: Giving primacy to the environment over expansion of road networks and other linear projects like laying down pipelines, the Supreme Court has quashed",1
Bhutanese school children line Thimphu's streets to welcome PM Modi,"India News: NEW DELHI: Children from Jigme Lasol Primary School holding Bhutanese and Indian flags, gathered along the streets to catch a glimpse of PM Modi in Th.",1
BJP appoints CR Kesavan as national spokesperson,"India News: NEW DELHI: Ahead of the Lok Sabha election, Bharatiya Janata Party national president JP Nadda on Wednesday appointed CR Kesavan as the national spoke.",1
"Almost 50,000 excess deaths estimated globally due to disrupted routine vaccinations: Study","India News: NEW DELHI: Close to 50,000 additional deaths globally are estimated between 2020 and 2030 due to pandemic-related disruptions to immunisation, new res.",1
Supreme Court declines to stop puja of deities in Gyanvapi cellar,India News: NEW DELHI: Supreme Court on Monday declined to interfere with a Varanasi court's order allowing a priest nominated by the Kashi Vishwanath Temple Trus.,2
"Kerala girl, 21, hailed as India's 'youngest professional bike mechanic'",India News: KOTTAYAM: Whoever thinks muscle bikes are a boy thing hasn't seen Diya Joseph crank up a 350cc beast through the scenic Kottayam-Kanjirapally route in.,1
"In setback for Pawar Sr, Fadnavis rival Khadse set for BJP return","India News: MUMBAI: Deputy CM Devendra Fadnavis's arch-rival in politics, 71-year-old Eknath Khadse, is headed back to BJP from NCP (SP).",1
Under trial NDPS accused dies in Yamunanagar,"India News: Yamunanagar: An accused who was under trial in connection with a case of NDPS Act, died at civil hospital in Yamunanagar on Tuesday.",1
UP: Hearing in 2018 defamation case against Rahul Gandhi postponed to April 12,India News: SULTANPUR: Hearing in a 2018 defamation case against Rahul Gandhi over his alleged objectionable remarks targeting Home Minister Amit Shah was postpon.,1
Haryana police busts wedding fraudsters in Nuh,"India News: CHANDIGARH: The Haryana Police on Thursday made a breakthrough by apprehending Maulana Arshad, resident of Bubalheri and Rashid, resident of Palwal di.",1
Cong has no qualms about hiding its own flag: Pinarayi,"India News: Kochi: Unleashing a scathing attack on Congress for not displaying the party flag during Rahul Gandhi’s roadshow in Wayanad on Wednesday, chief minist.",1
Three ex-convicts in Rajiv Gandhi assassination return to Sri Lanka,"India News: CHENNAI: Three ex-convicts in the Rajiv Gandhi assassination case, all of them Sri Lankans, returned to their home country on Wednesday, nearly two ye.",1
"Congress drops Sanjay Nirupam from list of star campaigners, says more action against him soon",India News: NEW DELHI: The Congress on Wednesday dropped Sanjay Nirupam from the list of star campaigners in Maharashtra and announced that action will be taken a.,1
NDA alliance partners meet for the first time in Tirupati after sorting out differences within,"India News: TIRUPATI: The NDA alliance partners including the Telugu Desam party, Jana Sena and the Bharatiya Janata party held their maiden joint meeting after s.",1
"Criminals in UP are now scared of going to jails, says UP CM Yogi Adityanath","India News: LUCKNOW: Slamming the previous Uttar Pradesh governments over law and order, Chief Minister Yogi Adityanath on Wednesday said the criminals are now sc.",1
"Adil’s quest for forgiveness, celebrating Eid with family after escaping noose",India News: AMRITSAR: The Pakistani man who narrowly escaped execution in Sharjah is now earnestly seeking to apologize to the family of the Indian man whose murd.,1
Vinod Bind named BJP candidate from UP's Bhadohi,India News: LUCKNOW: The BJP on Thursday named Vinod Bind as its candidate for the Bhadohi Lok Sabha seat in Uttar Pradesh.,1
West Bengal Police summons 2 NIA officers in connection with probe into Bhupatinagar attack,India News: KOLKATA: The West Bengal Police on Tuesday summoned two National Investigation Agency (NIA) officers in connection with the attack on the premier inve.,1
J&K: Tailor's daughter becomes first woman judge from Rajouri,"India News: RAJOURI: The daughter of a tailor, Bhawana Kesar became the first woman from Nowshera, Rajouri district, to clear the Jammu and Kashmir Civil Service .",1
"Congress treats one family as supreme, BJP people: Rajnath","India News: JAIPUR: Union minister Rajnath Singh on Sunday asserted that the track record of the BJP government at the Centre has been ""fabulous"" as it considers .",1
LS polls in Manipur: Over 24k displaced persons to vote from relief camps,"India News: IMPHAL: Eleven months of conflict, over 50,000 displaced people and an anti-poll sentiment among few---the Election Commission in violence-hit Manipur.",2
SpiceJet Dharamshala-Delhi flight safely diverts to Amritsar after engine failure,India News: NEW DELHI: A SpiceJet Dharamshala-Delhi flight was diverted to Amritsar on Wednesday after the turboprop Q400 operating on the route suffered an engin.,1
"ED 'contrived' scam to help BJP in polls, says Congress, slams 'cheap politics'","India News: With SC quashing the alleged liquor scam case, Congress on Wednesday said ED, which ""contrived"" the scam ahead of Chhattisgarh elections, is back in a.",1
Meghalaya: EC issues show-cause notice to oppn VPP for MCC 'violation',India News: SHILLONG: The Election Commission has issued a show-cause notice to the Voice of the People's Party in Meghalaya over an alleged violation of the mode.,2
"BJP used Kashmiri Pandits' pain as 'weapon' to garner votes across India, says Mehbooba Mufti","India News: SRINAGAR: The BJP has used the Kashmiri Pandit community's pain and suffering as a ""weapon"" to garner votes across the country, People's Democratic Pa.",1
"Abhishek Banerjee alleges BJP member handed packet to NIA officer, hints at understanding between saffron party, NIA",India News: HOOGHLY: Trinamool Congress (TMC) general secretary Abhishek Banerjee alleged that a BJP member conducted a meeting with NIA officials and a BJP guy w.,1
'Congress party's end is near': Former Madhya Pradesh CM Shivraj Chouhan,"India News: RAISEN (Madhya Pradesh): Former Madhya Pradesh chief minister and senior BJP leader Shivraj Singh Chouhan on Friday criticised the INDI alliance, hint.",1
4500 teacher appointments in limbo following HC decision; aspirants seek govt intervention,"India News: RAIPUR: Hundreds of BEd-qualified candidates, who were selected for assistant teacher positions through the prescribed procedure of the Chhattisgarh g.",1
'Let's resist the forces of division and hatred': Mahatma Gandhi's S African granddaughter Ela,"India News: JOHANNESBURG: Hatred, animosity and violence are not part of any religious teachings and those who promote them in the name of religion are misinterpr.",1
